"","bwnetModuleLabels","bwnetModuleColors"
"TraesCS7B01G160000","4","yellow"
"TraesCS7B01G160100","1","turquoise"
"TraesCS7B01G160200","1","turquoise"
"TraesCS7B01G160500","11","greenyellow"
"TraesCS7B01G160600","17","grey60"
"TraesCS7B01G160700","6","red"
"TraesCS7B01G160800","0","grey"
"TraesCS7B01G160900","1","turquoise"
"TraesCS7B01G161100","1","turquoise"
"TraesCS7B01G161200","1","turquoise"
"TraesCS7B01G161300","0","grey"
"TraesCS7B01G161400","0","grey"
"TraesCS7B01G161500","18","lightgreen"
"TraesCS7B01G161700","23","darkturquoise"
"TraesCS7B01G161800","7","black"
"TraesCS7B01G161900","0","grey"
"TraesCS7B01G162000","0","grey"
"TraesCS7B01G162100","3","brown"
"TraesCS7B01G162300","13","salmon"
"TraesCS7B01G162400","10","purple"
"TraesCS7B01G162500","3","brown"
"TraesCS7B01G162600","24","darkgrey"
"TraesCS7B01G162700","4","yellow"
"TraesCS7B01G162800","0","grey"
"TraesCS7B01G162900","0","grey"
"TraesCS7B01G163000","1","turquoise"
"TraesCS7B01G163100","0","grey"
"TraesCS7B01G163200","17","grey60"
"TraesCS7B01G163300","6","red"
"TraesCS7B01G163400","4","yellow"
"TraesCS7B01G163500","0","grey"
"TraesCS7B01G163600","4","yellow"
"TraesCS7B01G163700","0","grey"
"TraesCS7B01G163800","0","grey"
"TraesCS7B01G164000","1","turquoise"
"TraesCS7B01G164100","0","grey"
"TraesCS7B01G164200","1","turquoise"
"TraesCS7B01G164300","5","green"
"TraesCS7B01G164400","5","green"
"TraesCS7B01G164500","5","green"
"TraesCS7B01G164600","7","black"
"TraesCS7B01G164700","2","blue"
"TraesCS7B01G164800","0","grey"
"TraesCS7B01G164900","0","grey"
"TraesCS7B01G165100","17","grey60"
"TraesCS7B01G165200","0","grey"
"TraesCS7B01G165300","0","grey"
"TraesCS7B01G165400","13","salmon"
"TraesCS7B01G165600","19","lightyellow"
"TraesCS7B01G165800","1","turquoise"
"TraesCS7B01G165900","0","grey"
"TraesCS7B01G166000","5","green"
"TraesCS7B01G166100","1","turquoise"
"TraesCS7B01G166200","7","black"
"TraesCS7B01G166300","4","yellow"
"TraesCS7B01G166400","6","red"
"TraesCS7B01G166500","7","black"
"TraesCS7B01G166600","1","turquoise"
"TraesCS7B01G166700","1","turquoise"
"TraesCS7B01G166800","1","turquoise"
"TraesCS7B01G166900","4","yellow"
"TraesCS7B01G167100","0","grey"
"TraesCS7B01G167200","7","black"
"TraesCS7B01G167300","2","blue"
"TraesCS7B01G167400","1","turquoise"
"TraesCS7B01G167500","1","turquoise"
"TraesCS7B01G167600","5","green"
"TraesCS7B01G167700","0","grey"
"TraesCS7B01G167800","9","magenta"
"TraesCS7B01G167900","0","grey"
"TraesCS7B01G168000","0","grey"
"TraesCS7B01G168100","7","black"
"TraesCS7B01G168200","0","grey"
"TraesCS7B01G168300","31","paleturquoise"
"TraesCS7B01G168500","32","violet"
"TraesCS7B01G168600","4","yellow"
"TraesCS7B01G168700","0","grey"
"TraesCS7B01G168800","1","turquoise"
"TraesCS7B01G168900","0","grey"
"TraesCS7B01G169100","7","black"
"TraesCS7B01G169200","2","blue"
"TraesCS7B01G169300","21","darkred"
"TraesCS7B01G169500","1","turquoise"
"TraesCS7B01G169600","15","midnightblue"
"TraesCS7B01G169700","0","grey"
"TraesCS7B01G169800","1","turquoise"
"TraesCS7B01G169900","24","darkgrey"
"TraesCS7B01G170000","14","cyan"
"TraesCS7B01G170100","0","grey"
"TraesCS7B01G170200","9","magenta"
"TraesCS7B01G170300","0","grey"
"TraesCS7B01G170400","1","turquoise"
"TraesCS7B01G170500","3","brown"
"TraesCS7B01G170600","0","grey"
"TraesCS7B01G170700","3","brown"
"TraesCS7B01G170800","18","lightgreen"
"TraesCS7B01G170900","6","red"
"TraesCS7B01G171000","3","brown"
"TraesCS7B01G171100","15","midnightblue"
"TraesCS7B01G171200","9","magenta"
"TraesCS7B01G171300","32","violet"
"TraesCS7B01G171400","5","green"
"TraesCS7B01G171500","4","yellow"
"TraesCS7B01G171600","1","turquoise"
"TraesCS7B01G171700","0","grey"
"TraesCS7B01G171800","4","yellow"
"TraesCS7B01G171900","0","grey"
"TraesCS7B01G172000","0","grey"
"TraesCS7B01G172100","0","grey"
"TraesCS7B01G172200","0","grey"
"TraesCS7B01G172300","0","grey"
"TraesCS7B01G172400","0","grey"
"TraesCS7B01G172500","0","grey"
"TraesCS7B01G172600","5","green"
"TraesCS7B01G172700","0","grey"
"TraesCS7B01G172800","0","grey"
"TraesCS7B01G172900","2","blue"
"TraesCS7B01G173000","0","grey"
"TraesCS7B01G173100","0","grey"
"TraesCS7B01G173200","0","grey"
"TraesCS7B01G173300","0","grey"
"TraesCS7B01G173600","5","green"
"TraesCS7B01G173700","5","green"
"TraesCS7B01G173900","2","blue"
"TraesCS7B01G174000","4","yellow"
"TraesCS7B01G174100","29","saddlebrown"
"TraesCS7B01G174200","2","blue"
"TraesCS7B01G174300","0","grey"
"TraesCS7B01G174400","8","pink"
"TraesCS7B01G174500","21","darkred"
"TraesCS7B01G174600","0","grey"
"TraesCS7B01G174700","1","turquoise"
"TraesCS7B01G174800","1","turquoise"
"TraesCS7B01G174900","14","cyan"
"TraesCS7B01G175000","0","grey"
"TraesCS7B01G175100","4","yellow"
"TraesCS7B01G175200","1","turquoise"
"TraesCS7B01G175300","3","brown"
"TraesCS7B01G175400","0","grey"
"TraesCS7B01G175500","0","grey"
"TraesCS7B01G175600","1","turquoise"
"TraesCS7B01G175700","2","blue"
"TraesCS7B01G175800","22","darkgreen"
"TraesCS7B01G176100","5","green"
"TraesCS7B01G176200","1","turquoise"
"TraesCS7B01G176400","2","blue"
"TraesCS7B01G176500","3","brown"
"TraesCS7B01G176600","6","red"
"TraesCS7B01G176700","0","grey"
"TraesCS7B01G176800","0","grey"
"TraesCS7B01G176900","7","black"
"TraesCS7B01G177000","0","grey"
"TraesCS7B01G177100","0","grey"
"TraesCS7B01G177200","0","grey"
"TraesCS7B01G177300","16","lightcyan"
"TraesCS7B01G177400","16","lightcyan"
"TraesCS7B01G177500","16","lightcyan"
"TraesCS7B01G177600","16","lightcyan"
"TraesCS7B01G177700","16","lightcyan"
"TraesCS7B01G177800","0","grey"
"TraesCS7B01G178000","0","grey"
"TraesCS7B01G178100","16","lightcyan"
"TraesCS7B01G178200","0","grey"
"TraesCS7B01G178300","0","grey"
"TraesCS7B01G178400","0","grey"
"TraesCS7B01G178500","7","black"
"TraesCS7B01G178600","0","grey"
"TraesCS7B01G178700","5","green"
"TraesCS7B01G178800","1","turquoise"
"TraesCS7B01G178900","0","grey"
"TraesCS7B01G179000","0","grey"
"TraesCS7B01G179100","0","grey"
"TraesCS7B01G179200","5","green"
"TraesCS7B01G179300","0","grey"
"TraesCS7B01G179400","0","grey"
"TraesCS7B01G179500","2","blue"
"TraesCS7B01G179600","7","black"
"TraesCS7B01G179700","0","grey"
"TraesCS7B01G179800","0","grey"
"TraesCS7B01G179900","1","turquoise"
"TraesCS7B01G180000","20","royalblue"
"TraesCS7B01G180100","4","yellow"
"TraesCS7B01G180300","0","grey"
"TraesCS7B01G180400","1","turquoise"
"TraesCS7B01G180500","6","red"
"TraesCS7B01G180600","0","grey"
"TraesCS7B01G180700","4","yellow"
"TraesCS7B01G180800","0","grey"
"TraesCS7B01G180900","6","red"
"TraesCS7B01G181000","1","turquoise"
"TraesCS7B01G181100","0","grey"
"TraesCS7B01G181200","2","blue"
"TraesCS7B01G181300","3","brown"
"TraesCS7B01G181400","2","blue"
"TraesCS7B01G181500","0","grey"
"TraesCS7B01G181600","4","yellow"
"TraesCS7B01G181700","14","cyan"
"TraesCS7B01G181800","19","lightyellow"
"TraesCS7B01G181900","19","lightyellow"
"TraesCS7B01G182000","1","turquoise"
"TraesCS7B01G182100","0","grey"
"TraesCS7B01G182200","0","grey"
"TraesCS7B01G182300","4","yellow"
"TraesCS7B01G182400","2","blue"
"TraesCS7B01G182600","1","turquoise"
"TraesCS7B01G182700","0","grey"
"TraesCS7B01G182800","0","grey"
"TraesCS7B01G182900","0","grey"
"TraesCS7B01G183000","4","yellow"
"TraesCS7B01G183100","1","turquoise"
"TraesCS7B01G183200","1","turquoise"
"TraesCS7B01G183300","0","grey"
"TraesCS7B01G183400","0","grey"
"TraesCS7B01G183500","27","white"
"TraesCS7B01G183600","6","red"
"TraesCS7B01G183700","1","turquoise"
"TraesCS7B01G183800","1","turquoise"
"TraesCS7B01G183900","0","grey"
"TraesCS7B01G184000","0","grey"
"TraesCS7B01G184100","6","red"
"TraesCS7B01G184200","0","grey"
"TraesCS7B01G184300","5","green"
"TraesCS7B01G184500","4","yellow"
"TraesCS7B01G184600","13","salmon"
"TraesCS7B01G184800","5","green"
"TraesCS7B01G184900","5","green"
"TraesCS7B01G185100","0","grey"
"TraesCS7B01G185200","0","grey"
"TraesCS7B01G185300","0","grey"
"TraesCS7B01G185400","19","lightyellow"
"TraesCS7B01G185500","5","green"
"TraesCS7B01G185600","0","grey"
"TraesCS7B01G185700","5","green"
"TraesCS7B01G185800","0","grey"
"TraesCS7B01G185900","2","blue"
"TraesCS7B01G186000","0","grey"
"TraesCS7B01G186100","0","grey"
"TraesCS7B01G186200","0","grey"
"TraesCS7B01G186300","4","yellow"
"TraesCS7B01G186500","5","green"
"TraesCS7B01G186600","0","grey"
"TraesCS7B01G186700","0","grey"
"TraesCS7B01G186800","1","turquoise"
"TraesCS7B01G186900","20","royalblue"
"TraesCS7B01G187000","0","grey"
"TraesCS7B01G187100","4","yellow"
"TraesCS7B01G187200","3","brown"
"TraesCS7B01G187300","0","grey"
"TraesCS7B01G187400","3","brown"
"TraesCS7B01G187500","2","blue"
"TraesCS7B01G187600","24","darkgrey"
"TraesCS7B01G187700","0","grey"
"TraesCS7B01G187800","0","grey"
"TraesCS7B01G187900","1","turquoise"
"TraesCS7B01G188000","0","grey"
"TraesCS7B01G188200","7","black"
"TraesCS7B01G188300","0","grey"
"TraesCS7B01G188400","7","black"
"TraesCS7B01G188600","4","yellow"
"TraesCS7B01G188700","14","cyan"
"TraesCS7B01G188800","0","grey"
"TraesCS7B01G188900","3","brown"
"TraesCS7B01G189000","1","turquoise"
"TraesCS7B01G189100","5","green"
"TraesCS7B01G189200","0","grey"
"TraesCS7B01G189300","7","black"
"TraesCS7B01G189400","0","grey"
"TraesCS7B01G189500","5","green"
"TraesCS7B01G189600","0","grey"
"TraesCS7B01G189700","0","grey"
"TraesCS7B01G189800","6","red"
"TraesCS7B01G189900","20","royalblue"
"TraesCS7B01G190000","2","blue"
"TraesCS7B01G190100","5","green"
"TraesCS7B01G190200","5","green"
"TraesCS7B01G190300","9","magenta"
"TraesCS7B01G190400","3","brown"
"TraesCS7B01G190500","1","turquoise"
"TraesCS7B01G190600","20","royalblue"
"TraesCS7B01G190700","1","turquoise"
"TraesCS7B01G190800","0","grey"
"TraesCS7B01G190900","0","grey"
"TraesCS7B01G191000","11","greenyellow"
"TraesCS7B01G191100","1","turquoise"
"TraesCS7B01G191200","0","grey"
"TraesCS7B01G191300","0","grey"
"TraesCS7B01G191400","1","turquoise"
"TraesCS7B01G191500","1","turquoise"
"TraesCS7B01G191600","0","grey"
"TraesCS7B01G191700","0","grey"
"TraesCS7B01G191900","0","grey"
"TraesCS7B01G192000","1","turquoise"
"TraesCS7B01G192100","0","grey"
"TraesCS7B01G192200","0","grey"
"TraesCS7B01G192300","2","blue"
"TraesCS7B01G192500","5","green"
"TraesCS7B01G192600","1","turquoise"
"TraesCS7B01G192700","0","grey"
"TraesCS7B01G192900","0","grey"
"TraesCS7B01G193000","0","grey"
"TraesCS7B01G193100","0","grey"
"TraesCS7B01G193200","0","grey"
"TraesCS7B01G193300","0","grey"
"TraesCS7B01G193400","1","turquoise"
"TraesCS7B01G193500","0","grey"
"TraesCS7B01G193600","0","grey"
"TraesCS7B01G193700","6","red"
"TraesCS7B01G193800","17","grey60"
"TraesCS7B01G193900","2","blue"
"TraesCS7B01G194100","12","tan"
"TraesCS7B01G194200","14","cyan"
"TraesCS7B01G194300","0","grey"
"TraesCS7B01G194400","9","magenta"
"TraesCS7B01G194500","2","blue"
"TraesCS7B01G194600","24","darkgrey"
"TraesCS7B01G194700","11","greenyellow"
"TraesCS7B01G194800","6","red"
"TraesCS7B01G194900","0","grey"
"TraesCS7B01G195000","20","royalblue"
"TraesCS7B01G195200","0","grey"
"TraesCS7B01G195300","2","blue"
"TraesCS7B01G195400","0","grey"
"TraesCS7B01G195500","7","black"
"TraesCS7B01G195800","0","grey"
"TraesCS7B01G195900","2","blue"
"TraesCS7B01G196100","0","grey"
"TraesCS7B01G196200","0","grey"
"TraesCS7B01G196300","3","brown"
"TraesCS7B01G196400","16","lightcyan"
"TraesCS7B01G196500","1","turquoise"
"TraesCS7B01G196600","2","blue"
"TraesCS7B01G196700","4","yellow"
"TraesCS7B01G196800","1","turquoise"
"TraesCS7B01G196900","0","grey"
"TraesCS7B01G197000","5","green"
"TraesCS7B01G197100","0","grey"
"TraesCS7B01G197300","5","green"
"TraesCS7B01G197400","2","blue"
"TraesCS7B01G197500","0","grey"
"TraesCS7B01G197600","0","grey"
"TraesCS7B01G197700","0","grey"
"TraesCS7B01G197800","5","green"
"TraesCS7B01G197900","0","grey"
"TraesCS7B01G198000","1","turquoise"
"TraesCS7B01G198100","4","yellow"
"TraesCS7B01G198200","0","grey"
"TraesCS7B01G198300","1","turquoise"
"TraesCS7B01G198400","6","red"
"TraesCS7B01G198500","0","grey"
"TraesCS7B01G198600","0","grey"
"TraesCS7B01G198700","0","grey"
"TraesCS7B01G198800","0","grey"
"TraesCS7B01G198900","0","grey"
"TraesCS7B01G199000","1","turquoise"
"TraesCS7B01G199100","2","blue"
"TraesCS7B01G199200","5","green"
"TraesCS7B01G199400","0","grey"
"TraesCS7B01G199500","19","lightyellow"
"TraesCS7B01G199600","26","darkorange"
"TraesCS7B01G199700","1","turquoise"
"TraesCS7B01G199800","0","grey"
"TraesCS7B01G199900","2","blue"
"TraesCS7B01G200000","5","green"
"TraesCS7B01G200100","0","grey"
"TraesCS7B01G200200","4","yellow"
"TraesCS7B01G200400","0","grey"
"TraesCS7B01G200500","0","grey"
"TraesCS7B01G200600","0","grey"
"TraesCS7B01G200700","15","midnightblue"
"TraesCS7B01G200900","0","grey"
"TraesCS7B01G201000","5","green"
"TraesCS7B01G201200","0","grey"
"TraesCS7B01G201400","6","red"
"TraesCS7B01G201500","24","darkgrey"
"TraesCS7B01G201600","2","blue"
"TraesCS7B01G201700","6","red"
"TraesCS7B01G201800","2","blue"
"TraesCS7B01G201900","1","turquoise"
"TraesCS7B01G202000","0","grey"
"TraesCS7B01G202100","20","royalblue"
"TraesCS7B01G202200","6","red"
"TraesCS7B01G202300","19","lightyellow"
"TraesCS7B01G202400","4","yellow"
"TraesCS7B01G202500","8","pink"
"TraesCS7B01G202600","20","royalblue"
"TraesCS7B01G202700","2","blue"
"TraesCS7B01G202800","13","salmon"
"TraesCS7B01G202900","8","pink"
"TraesCS7B01G203000","0","grey"
"TraesCS7B01G203200","0","grey"
"TraesCS7B01G203400","0","grey"
"TraesCS7B01G203500","0","grey"
"TraesCS7B01G203600","0","grey"
"TraesCS7B01G203700","1","turquoise"
"TraesCS7B01G203800","5","green"
"TraesCS7B01G203900","1","turquoise"
"TraesCS7B01G204000","0","grey"
"TraesCS7B01G204100","0","grey"
"TraesCS7B01G204300","5","green"
"TraesCS7B01G204400","10","purple"
"TraesCS7B01G204500","2","blue"
"TraesCS7B01G204600","0","grey"
"TraesCS7B01G204700","6","red"
"TraesCS7B01G204800","9","magenta"
"TraesCS7B01G204900","4","yellow"
"TraesCS7B01G205000","6","red"
"TraesCS7B01G205100","3","brown"
"TraesCS7B01G205200","4","yellow"
"TraesCS7B01G205300","0","grey"
"TraesCS7B01G205400","2","blue"
"TraesCS7B01G205500","9","magenta"
"TraesCS7B01G205600","1","turquoise"
"TraesCS7B01G205700","0","grey"
"TraesCS7B01G205800","13","salmon"
"TraesCS7B01G205900","2","blue"
"TraesCS7B01G206000","6","red"
"TraesCS7B01G206100","1","turquoise"
"TraesCS7B01G206200","0","grey"
"TraesCS7B01G206300","1","turquoise"
"TraesCS7B01G206400","0","grey"
"TraesCS7B01G206500","10","purple"
"TraesCS7B01G206600","7","black"
"TraesCS7B01G206700","6","red"
"TraesCS7B01G206800","0","grey"
"TraesCS7B01G206900","12","tan"
"TraesCS7B01G207000","28","skyblue"
"TraesCS7B01G207100","1","turquoise"
"TraesCS7B01G207200","0","grey"
"TraesCS7B01G207300","5","green"
"TraesCS7B01G207400","2","blue"
"TraesCS7B01G207500","0","grey"
"TraesCS7B01G207600","1","turquoise"
"TraesCS7B01G207700","2","blue"
"TraesCS7B01G207800","18","lightgreen"
"TraesCS7B01G207900","0","grey"
"TraesCS7B01G208000","1","turquoise"
"TraesCS7B01G208100","3","brown"
"TraesCS7B01G208200","3","brown"
"TraesCS7B01G208300","9","magenta"
"TraesCS7B01G208500","1","turquoise"
"TraesCS7B01G208600","0","grey"
"TraesCS7B01G208700","0","grey"
"TraesCS7B01G208800","4","yellow"
"TraesCS7B01G208900","3","brown"
"TraesCS7B01G209000","2","blue"
"TraesCS7B01G209100","0","grey"
"TraesCS7B01G209200","0","grey"
"TraesCS7B01G209300","2","blue"
"TraesCS7B01G209400","0","grey"
"TraesCS7B01G209500","2","blue"
"TraesCS7B01G209600","10","purple"
"TraesCS7B01G209700","1","turquoise"
"TraesCS7B01G209800","13","salmon"
"TraesCS7B01G209900","6","red"
"TraesCS7B01G210000","5","green"
"TraesCS7B01G210100","1","turquoise"
"TraesCS7B01G210200","2","blue"
"TraesCS7B01G210300","5","green"
"TraesCS7B01G210400","0","grey"
"TraesCS7B01G210500","6","red"
"TraesCS7B01G210600","0","grey"
"TraesCS7B01G210700","4","yellow"
"TraesCS7B01G210800","2","blue"
"TraesCS7B01G210900","19","lightyellow"
"TraesCS7B01G211100","2","blue"
"TraesCS7B01G211200","4","yellow"
"TraesCS7B01G211400","0","grey"
"TraesCS7B01G211500","0","grey"
"TraesCS7B01G211600","2","blue"
"TraesCS7B01G211700","2","blue"
"TraesCS7B01G211800","1","turquoise"
"TraesCS7B01G211900","0","grey"
"TraesCS7B01G212000","1","turquoise"
"TraesCS7B01G212100","0","grey"
"TraesCS7B01G212200","20","royalblue"
"TraesCS7B01G212300","14","cyan"
"TraesCS7B01G212400","0","grey"
"TraesCS7B01G212500","3","brown"
"TraesCS7B01G212600","0","grey"
"TraesCS7B01G212800","0","grey"
"TraesCS7B01G212900","0","grey"
"TraesCS7B01G213000","3","brown"
"TraesCS7B01G213200","0","grey"
"TraesCS7B01G213300","4","yellow"
"TraesCS7B01G213400","0","grey"
"TraesCS7B01G213500","0","grey"
"TraesCS7B01G213600","0","grey"
"TraesCS7B01G213700","0","grey"
"TraesCS7B01G213800","0","grey"
"TraesCS7B01G213900","0","grey"
"TraesCS7B01G214100","0","grey"
"TraesCS7B01G214200","0","grey"
"TraesCS7B01G214300","1","turquoise"
"TraesCS7B01G214400","0","grey"
"TraesCS7B01G214500","15","midnightblue"
"TraesCS7B01G214700","4","yellow"
"TraesCS7B01G214800","4","yellow"
"TraesCS7B01G214900","14","cyan"
"TraesCS7B01G215000","5","green"
"TraesCS7B01G215100","23","darkturquoise"
"TraesCS7B01G215200","23","darkturquoise"
"TraesCS7B01G215400","0","grey"
"TraesCS7B01G215500","0","grey"
"TraesCS7B01G215600","2","blue"
"TraesCS7B01G215700","2","blue"
"TraesCS7B01G215800","0","grey"
"TraesCS7B01G215900","17","grey60"
"TraesCS7B01G216000","6","red"
"TraesCS7B01G216100","0","grey"
"TraesCS7B01G216200","0","grey"
"TraesCS7B01G216300","6","red"
"TraesCS7B01G216400","0","grey"
"TraesCS7B01G216500","0","grey"
"TraesCS7B01G216600","4","yellow"
"TraesCS7B01G216700","10","purple"
"TraesCS7B01G216900","0","grey"
"TraesCS7B01G217000","2","blue"
"TraesCS7B01G217200","0","grey"
"TraesCS7B01G217300","6","red"
"TraesCS7B01G217400","6","red"
"TraesCS7B01G217500","5","green"
"TraesCS7B01G217600","0","grey"
"TraesCS7B01G217700","23","darkturquoise"
"TraesCS7B01G217800","0","grey"
"TraesCS7B01G217900","6","red"
"TraesCS7B01G218000","24","darkgrey"
"TraesCS7B01G218100","29","saddlebrown"
"TraesCS7B01G218300","0","grey"
"TraesCS7B01G218400","17","grey60"
"TraesCS7B01G218500","5","green"
"TraesCS7B01G218600","1","turquoise"
"TraesCS7B01G218800","2","blue"
"TraesCS7B01G218900","21","darkred"
"TraesCS7B01G219000","4","yellow"
"TraesCS7B01G219100","2","blue"
"TraesCS7B01G219200","3","brown"
"TraesCS7B01G219300","21","darkred"
"TraesCS7B01G219400","1","turquoise"
"TraesCS7B01G219500","0","grey"
"TraesCS7B01G219600","4","yellow"
"TraesCS7B01G219700","19","lightyellow"
"TraesCS7B01G219800","7","black"
"TraesCS7B01G219900","3","brown"
"TraesCS7B01G220000","4","yellow"
"TraesCS7B01G220100","14","cyan"
"TraesCS7B01G220200","0","grey"
"TraesCS7B01G220300","5","green"
"TraesCS7B01G220400","5","green"
"TraesCS7B01G220500","3","brown"
"TraesCS7B01G220600","1","turquoise"
"TraesCS7B01G220700","0","grey"
"TraesCS7B01G220800","0","grey"
"TraesCS7B01G220900","1","turquoise"
"TraesCS7B01G221000","3","brown"
"TraesCS7B01G221100","1","turquoise"
"TraesCS7B01G221200","29","saddlebrown"
"TraesCS7B01G221300","2","blue"
"TraesCS7B01G221400","11","greenyellow"
"TraesCS7B01G221500","19","lightyellow"
"TraesCS7B01G221600","0","grey"
"TraesCS7B01G221700","3","brown"
"TraesCS7B01G221800","3","brown"
"TraesCS7B01G221900","5","green"
"TraesCS7B01G222000","0","grey"
"TraesCS7B01G222100","0","grey"
"TraesCS7B01G222200","8","pink"
"TraesCS7B01G222300","1","turquoise"
"TraesCS7B01G222400","0","grey"
"TraesCS7B01G222500","12","tan"
"TraesCS7B01G222600","0","grey"
"TraesCS7B01G222700","0","grey"
"TraesCS7B01G222800","0","grey"
"TraesCS7B01G222900","11","greenyellow"
"TraesCS7B01G223000","5","green"
"TraesCS7B01G223100","3","brown"
"TraesCS7B01G223200","1","turquoise"
"TraesCS7B01G223300","4","yellow"
"TraesCS7B01G223400","0","grey"
"TraesCS7B01G223500","1","turquoise"
"TraesCS7B01G223600","0","grey"
"TraesCS7B01G223700","0","grey"
"TraesCS7B01G223800","0","grey"
"TraesCS7B01G223900","0","grey"
"TraesCS7B01G224000","0","grey"
"TraesCS7B01G224100","2","blue"
"TraesCS7B01G224200","18","lightgreen"
"TraesCS7B01G224300","6","red"
"TraesCS7B01G224400","2","blue"
"TraesCS7B01G224700","0","grey"
"TraesCS7B01G224800","3","brown"
"TraesCS7B01G224900","3","brown"
"TraesCS7B01G225000","29","saddlebrown"
"TraesCS7B01G225100","1","turquoise"
"TraesCS7B01G225200","7","black"
"TraesCS7B01G225300","0","grey"
"TraesCS7B01G225400","15","midnightblue"
"TraesCS7B01G225500","3","brown"
"TraesCS7B01G225600","3","brown"
"TraesCS7B01G225700","0","grey"
"TraesCS7B01G225800","0","grey"
"TraesCS7B01G225900","0","grey"
"TraesCS7B01G226000","0","grey"
"TraesCS7B01G226100","5","green"
"TraesCS7B01G226200","5","green"
"TraesCS7B01G226300","5","green"
"TraesCS7B01G226400","0","grey"
"TraesCS7B01G226500","6","red"
"TraesCS7B01G226600","21","darkred"
"TraesCS7B01G226700","1","turquoise"
"TraesCS7B01G226800","2","blue"
"TraesCS7B01G226900","0","grey"
"TraesCS7B01G227000","3","brown"
"TraesCS7B01G227200","5","green"
"TraesCS7B01G227400","1","turquoise"
"TraesCS7B01G227500","16","lightcyan"
"TraesCS7B01G227700","0","grey"
"TraesCS7B01G227800","9","magenta"
"TraesCS7B01G227900","4","yellow"
"TraesCS7B01G228000","0","grey"
"TraesCS7B01G228100","14","cyan"
"TraesCS7B01G228200","0","grey"
"TraesCS7B01G228300","7","black"
"TraesCS7B01G228400","0","grey"
"TraesCS7B01G228500","5","green"
"TraesCS7B01G228600","0","grey"
"TraesCS7B01G228700","0","grey"
"TraesCS7B01G228900","0","grey"
"TraesCS7B01G229000","8","pink"
"TraesCS7B01G229100","10","purple"
"TraesCS7B01G229200","0","grey"
"TraesCS7B01G229300","1","turquoise"
"TraesCS7B01G229400","1","turquoise"
"TraesCS7B01G229500","2","blue"
"TraesCS7B01G229600","11","greenyellow"
"TraesCS7B01G229700","19","lightyellow"
"TraesCS7B01G229800","7","black"
"TraesCS7B01G229900","1","turquoise"
"TraesCS7B01G230000","2","blue"
"TraesCS7B01G230100","4","yellow"
"TraesCS7B01G230200","0","grey"
"TraesCS7B01G230300","17","grey60"
"TraesCS7B01G230400","5","green"
"TraesCS7B01G230500","0","grey"
"TraesCS7B01G230600","2","blue"
"TraesCS7B01G230700","7","black"
"TraesCS7B01G230800","19","lightyellow"
"TraesCS7B01G230900","0","grey"
"TraesCS7B01G231000","1","turquoise"
"TraesCS7B01G231100","0","grey"
"TraesCS7B01G231200","0","grey"
"TraesCS7B01G231400","0","grey"
"TraesCS7B01G231500","0","grey"
"TraesCS7B01G231600","0","grey"
"TraesCS7B01G231700","3","brown"
"TraesCS7B01G231800","5","green"
"TraesCS7B01G231900","1","turquoise"
"TraesCS7B01G232000","2","blue"
"TraesCS7B01G232100","0","grey"
"TraesCS7B01G232200","13","salmon"
"TraesCS7B01G232300","4","yellow"
"TraesCS7B01G232400","15","midnightblue"
"TraesCS7B01G232500","15","midnightblue"
"TraesCS7B01G232600","3","brown"
"TraesCS7B01G232700","5","green"
"TraesCS7B01G232800","19","lightyellow"
"TraesCS7B01G232900","2","blue"
"TraesCS7B01G233000","0","grey"
"TraesCS7B01G233100","1","turquoise"
"TraesCS7B01G233200","1","turquoise"
"TraesCS7B01G233300","0","grey"
"TraesCS7B01G233400","10","purple"
"TraesCS7B01G233500","18","lightgreen"
"TraesCS7B01G233600","0","grey"
"TraesCS7B01G233700","0","grey"
"TraesCS7B01G233800","0","grey"
"TraesCS7B01G233900","9","magenta"
"TraesCS7B01G234000","0","grey"
"TraesCS7B01G234100","1","turquoise"
"TraesCS7B01G234200","1","turquoise"
"TraesCS7B01G234300","5","green"
"TraesCS7B01G234400","0","grey"
"TraesCS7B01G234500","0","grey"
"TraesCS7B01G234700","2","blue"
"TraesCS7B01G234800","0","grey"
"TraesCS7B01G234900","0","grey"
"TraesCS7B01G235100","23","darkturquoise"
"TraesCS7B01G235200","3","brown"
"TraesCS7B01G235300","0","grey"
"TraesCS7B01G235400","1","turquoise"
"TraesCS7B01G235500","0","grey"
"TraesCS7B01G235700","0","grey"
"TraesCS7B01G235800","0","grey"
"TraesCS7B01G235900","1","turquoise"
"TraesCS7B01G236000","0","grey"
"TraesCS7B01G236300","0","grey"
"TraesCS7B01G236400","0","grey"
"TraesCS7B01G236500","0","grey"
"TraesCS7B01G236600","3","brown"
"TraesCS7B01G236700","0","grey"
"TraesCS7B01G236800","2","blue"
"TraesCS7B01G236900","10","purple"
"TraesCS7B01G237000","13","salmon"
"TraesCS7B01G237100","1","turquoise"
"TraesCS7B01G237200","14","cyan"
"TraesCS7B01G237300","1","turquoise"
"TraesCS7B01G237400","0","grey"
"TraesCS7B01G237500","5","green"
"TraesCS7B01G237600","0","grey"
"TraesCS7B01G237700","4","yellow"
"TraesCS7B01G237800","3","brown"
"TraesCS7B01G237900","1","turquoise"
"TraesCS7B01G238000","25","orange"
"TraesCS7B01G238100","0","grey"
"TraesCS7B01G238200","0","grey"
"TraesCS7B01G238300","0","grey"
"TraesCS7B01G238400","13","salmon"
